study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy
PRJNA301002	SAMN04229073	SRS1153624	SRX1420332	SRR2906181	8052	Gadus ogac	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/001/SRR2906181/SRR2906181_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/001/SRR2906181/SRR2906181_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/001/SRR2906181/SRR2906181_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/001/SRR2906181/SRR2906181_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/001/SRR2906181	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/001/SRR2906181		
PRJNA301002	SAMN04229074	SRS1153623	SRX1420333	SRR2906182	8052	Gadus ogac	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/002/SRR2906182/SRR2906182_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/002/SRR2906182/SRR2906182_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/002/SRR2906182/SRR2906182_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/002/SRR2906182/SRR2906182_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/002/SRR2906182	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/002/SRR2906182		
PRJNA301002	SAMN04229075	SRS1153622	SRX1420334	SRR2906183	8052	Gadus ogac	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/003/SRR2906183/SRR2906183_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/003/SRR2906183/SRR2906183_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/003/SRR2906183/SRR2906183_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/003/SRR2906183/SRR2906183_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/003/SRR2906183	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/003/SRR2906183		
PRJNA301002	SAMN04229076	SRS1153621	SRX1420335	SRR2906184	44932	Boreogadus saida	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/004/SRR2906184/SRR2906184_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/004/SRR2906184/SRR2906184_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/004/SRR2906184/SRR2906184_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/004/SRR2906184/SRR2906184_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/004/SRR2906184	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/004/SRR2906184		
PRJNA301002	SAMN04229053	SRS1153619	SRX1420336	SRR2906185	44932	Boreogadus saida	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/005/SRR2906185/SRR2906185_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/005/SRR2906185/SRR2906185_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/005/SRR2906185/SRR2906185_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/005/SRR2906185/SRR2906185_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/005/SRR2906185	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/005/SRR2906185		
PRJNA301002	SAMN04229077	SRS1153618	SRX1420337	SRR2906186	8052	Gadus ogac	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/006/SRR2906186/SRR2906186_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/006/SRR2906186/SRR2906186_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/006/SRR2906186/SRR2906186_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/006/SRR2906186/SRR2906186_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/006/SRR2906186	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/006/SRR2906186		
PRJNA301002	SAMN04229078	SRS1153620	SRX1420338	SRR2906187	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/007/SRR2906187/SRR2906187_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/007/SRR2906187/SRR2906187_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/007/SRR2906187/SRR2906187_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/007/SRR2906187/SRR2906187_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/007/SRR2906187	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/007/SRR2906187		
PRJNA301002	SAMN04229079	SRS1153615	SRX1420339	SRR2906188	185735	Arctogadus glacialis	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/008/SRR2906188/SRR2906188_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/008/SRR2906188/SRR2906188_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/008/SRR2906188/SRR2906188_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/008/SRR2906188/SRR2906188_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/008/SRR2906188	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/008/SRR2906188		
PRJNA301002	SAMN04229080	SRS1153616	SRX1420340	SRR2906189	44932	Boreogadus saida	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/009/SRR2906189/SRR2906189_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/009/SRR2906189/SRR2906189_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/009/SRR2906189/SRR2906189_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/009/SRR2906189/SRR2906189_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/009/SRR2906189	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/009/SRR2906189		
PRJNA301002	SAMN04229081	SRS1153617	SRX1420341	SRR2906190	8052	Gadus ogac	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/000/SRR2906190/SRR2906190_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/000/SRR2906190/SRR2906190_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/000/SRR2906190/SRR2906190_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/000/SRR2906190/SRR2906190_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/000/SRR2906190	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/000/SRR2906190		
PRJNA301002	SAMN04229082	SRS1153614	SRX1420342	SRR2906191	44932	Boreogadus saida	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/001/SRR2906191/SRR2906191_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/001/SRR2906191/SRR2906191_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/001/SRR2906191/SRR2906191_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/001/SRR2906191/SRR2906191_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/001/SRR2906191	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/001/SRR2906191		
PRJNA301002	SAMN04229083	SRS1153613	SRX1420343	SRR2906192	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/002/SRR2906192/SRR2906192_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/002/SRR2906192/SRR2906192_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/002/SRR2906192/SRR2906192_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/002/SRR2906192/SRR2906192_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/002/SRR2906192	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/002/SRR2906192		
PRJNA301002	SAMN04229054	SRS1153611	SRX1420344	SRR2906193	8052	Gadus ogac	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/003/SRR2906193/SRR2906193_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/003/SRR2906193/SRR2906193_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/003/SRR2906193/SRR2906193_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/003/SRR2906193/SRR2906193_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/003/SRR2906193	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/003/SRR2906193		
PRJNA301002	SAMN04229084	SRS1153612	SRX1420345	SRR2906194	8052	Gadus ogac	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/004/SRR2906194/SRR2906194_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/004/SRR2906194/SRR2906194_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/004/SRR2906194/SRR2906194_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/004/SRR2906194/SRR2906194_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/004/SRR2906194	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/004/SRR2906194		
PRJNA301002	SAMN04229085	SRS1153610	SRX1420346	SRR2906195	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/005/SRR2906195/SRR2906195_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/005/SRR2906195/SRR2906195_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/005/SRR2906195/SRR2906195_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/005/SRR2906195/SRR2906195_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/005/SRR2906195	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/005/SRR2906195		
PRJNA301002	SAMN04229086	SRS1153608	SRX1420347	SRR2906196	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/006/SRR2906196/SRR2906196_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/006/SRR2906196/SRR2906196_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/006/SRR2906196/SRR2906196_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/006/SRR2906196/SRR2906196_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/006/SRR2906196	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/006/SRR2906196		
PRJNA301002	SAMN04229055	SRS1153609	SRX1420348	SRR2906197	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/007/SRR2906197/SRR2906197_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/007/SRR2906197/SRR2906197_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/007/SRR2906197/SRR2906197_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/007/SRR2906197/SRR2906197_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/007/SRR2906197	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/007/SRR2906197		
PRJNA301002	SAMN04229087	SRS1153607	SRX1420349	SRR2906198	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/008/SRR2906198/SRR2906198_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/008/SRR2906198/SRR2906198_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/008/SRR2906198/SRR2906198_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/008/SRR2906198/SRR2906198_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/008/SRR2906198	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/008/SRR2906198		
PRJNA301002	SAMN04229088	SRS1153606	SRX1420350	SRR2906199	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/009/SRR2906199/SRR2906199_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/009/SRR2906199/SRR2906199_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/009/SRR2906199/SRR2906199_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/009/SRR2906199/SRR2906199_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/009/SRR2906199	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/009/SRR2906199		
PRJNA301002	SAMN04229089	SRS1153605	SRX1420351	SRR2906200	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/000/SRR2906200/SRR2906200_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/000/SRR2906200/SRR2906200_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/000/SRR2906200/SRR2906200_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/000/SRR2906200/SRR2906200_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/000/SRR2906200	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/000/SRR2906200		
PRJNA301002	SAMN04229090	SRS1153604	SRX1420352	SRR2906201	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/001/SRR2906201/SRR2906201_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/001/SRR2906201/SRR2906201_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/001/SRR2906201/SRR2906201_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/001/SRR2906201/SRR2906201_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/001/SRR2906201	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/001/SRR2906201		
PRJNA301002	SAMN04229091	SRS1153603	SRX1420353	SRR2906202	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/002/SRR2906202/SRR2906202_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/002/SRR2906202/SRR2906202_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/002/SRR2906202/SRR2906202_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/002/SRR2906202/SRR2906202_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/002/SRR2906202	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/002/SRR2906202		
PRJNA301002	SAMN04229092	SRS1153602	SRX1420354	SRR2906203	8052	Gadus ogac	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/003/SRR2906203/SRR2906203_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/003/SRR2906203/SRR2906203_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/003/SRR2906203/SRR2906203_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/003/SRR2906203/SRR2906203_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/003/SRR2906203	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/003/SRR2906203		
PRJNA301002	SAMN04229093	SRS1153601	SRX1420355	SRR2906204	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/004/SRR2906204/SRR2906204_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/004/SRR2906204/SRR2906204_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/004/SRR2906204/SRR2906204_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/004/SRR2906204/SRR2906204_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/004/SRR2906204	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/004/SRR2906204		
PRJNA301002	SAMN04229094	SRS1153600	SRX1420356	SRR2906205	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/005/SRR2906205/SRR2906205_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/005/SRR2906205/SRR2906205_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/005/SRR2906205/SRR2906205_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/005/SRR2906205/SRR2906205_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/005/SRR2906205	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/005/SRR2906205		
PRJNA301002	SAMN04229095	SRS1153599	SRX1420357	SRR2906206	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/006/SRR2906206/SRR2906206_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/006/SRR2906206/SRR2906206_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/006/SRR2906206/SRR2906206_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/006/SRR2906206/SRR2906206_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/006/SRR2906206	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/006/SRR2906206		
PRJNA301002	SAMN04229096	SRS1153598	SRX1420358	SRR2906207	8049	Gadus morhua	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/007/SRR2906207/SRR2906207_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/007/SRR2906207/SRR2906207_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/007/SRR2906207/SRR2906207_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR290/007/SRR2906207/SRR2906207_2.fastq.gz			ftp.sra.ebi.ac.uk/vol1/srr/SRR290/007/SRR2906207	ftp.sra.ebi.ac.uk/vol1/srr/SRR290/007/SRR2906207		
